Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,JUP,AR,JUPAR,skirt,Rear,scuffed,SEV1,Polish,0,JUPE,Arrière,Éraflé,Polish,scuffed,polish,2025,4-6-7-8-9-10-11-13-14,,1750,2240
carbody,JUP,AR,JUPAR,skirt,Rear,scratched,SEV3,Painting,0,JUPE,Arrière,Rayé,Peinture,scratched,painting,2025,4-6-7-8-9-10-11-13-14,,1750,2240
carbody,JUP,AR,JUPAR,skirt,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,JUPE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,4-6-7-8-9-10-11-13-14,,1750,2240
carbody,JUP,AR,JUPAR,skirt,Rear,slightly damaged,SEV3,Quick repair,0,JUPE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,4-6-7-8-9-10-11-13-14,,1750,2240
carbody,JUP,AR,JUPAR,skirt,Rear,accidented,SEV5,Replacement,0,JUPE,Arrière,Accidenté,Remplacement,accidented,replacement,2025,4-6-7-8-9-10-11-13-14,,1750,2240
glass,LHT,AR,LHTAR,Hard top rear window,Rear,Damaged,SEV3,Repair,0,Lunette Hard Top (Rear window),Arrière,Endommagé,Réparation,glass_impactSEV3,repair_glass_impactSEV3,2026,7-8-9-10-11,,1751,2241
glass,LHT,AR,LHTAR,Hard top rear window,Rear,Damaged,SEV5,Replacement,0,Lunette Hard Top (Rear window),Arrière,Endommagé,Remplacement,glass_impactSEV5,repair_glass_impactSEV5,2026,7-8-9-10-11,,1751,2241
glass,LHT,AR,LHTAR,Hard top rear window,Rear,Cracked,SEV5,Replacement,0,Lunette Hard Top (Rear window),Arrière,Fissuré,Remplacement,glass_cracked,glass_replacement,2026,7-8-9-10-11,,1751,2241
glass,LHT,AR,LHTAR,Hard top rear window,Rear,Damaged,SEV5,Replacement,0,Lunette Hard Top (Rear window),Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1751,2241
carbody,PRC,AR,PRCAR,Bumper,Rear,scuffed,SEV1,Polish,0,PARE-CHOC,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,scratched,SEV3,Painting,0,PARE-CHOC,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,PARE-CHOC,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,slightly damaged,SEV3,Quick repair,0,PARE-CHOC,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,accidented,SEV5,Replacement,0,PARE-CHOC,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,Paintwork needed,SEV3,Painting,0,PARE-CHOC,Arrière,A repeindre,Peinture,paintwork_required,painting,2026,7-8-9-10-11,,1760,1770
carbody,PRC,AR,PRCAR,Bumper,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,PARE-CHOC,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1760,1770
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Scuffed,SEV1,Polish,0,Capuchon remorquage,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1780,1780
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Scratched,SEV3,Painting,0,Capuchon remorquage,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1780,1780
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Capuchon remorquage,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1780,1780
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Accidented,SEV5,Replacement,0,Capuchon remorquage,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1780,1780
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Paintwork needed,SEV3,Painting,0,Capuchon remorquage,Arrière,A repeindre,Peinture,paintwork_required,painting,2026,7-8-9-10-11,,1780,1780
carbody,CPR,AR,CPRAR,Bumper Cover,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Capuchon remorquage,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1780,1780
carbody,3FS,AR,3FSAR,Third brake light,Rear,Accidented,SEV5,Replacement,0,3eme feu stop,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1790,2150
carbody,SPH,AR,SPHAR,Tailgate spoiler,Rear,Scuffed,SEV1,Polish,0,Spoiler de hayon,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1800,2130
carbody,SPH,AR,SPHAR,Tailgate spoiler,Rear,Scratched,SEV3,Painting,0,Spoiler de hayon,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1800,2130
carbody,SPH,AR,SPHAR,Tailgate spoiler,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Spoiler de hayon,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1800,2130
carbody,SPH,AR,SPHAR,Tailgate spoiler,Rear,Slightly damaged,SEV2,Quick repair,0,Spoiler de hayon,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1800,2130
carbody,SPH,AR,SPHAR,Tailgate spoiler,Rear,Accidented,SEV5,Replacement,0,Spoiler de hayon,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1800,2130
carbody,PLI,AR,PLIAR,Licence Plate,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,PLAQUE D'IMMATRICULATION,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1810,1910
carbody,PLI,AR,PLIAR,Licence Plate,Rear,accidented,SEV5,Replacement,0,PLAQUE D'IMMATRICULATION,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1810,1910
carbody,LPL,AR,LPLAR,Rear license plate light,Rear,Accidented,SEV5,Replacement,0,Eclairage plaque arrière,Arrière,Accidenté,Remplacement,damaged_sev5,replacement,2026,7-8-9-10-11,,1820,2020
carbody,OTH,AR,OTHAR,Other (carbody),Rear,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Arrière,Éraflé,Polish,scuffed,polish,2025,6-7-8-9-10-11,,1830,1930
carbody,OTH,AR,OTHAR,Other (carbody),Rear,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Arrière,Rayé,Peinture,scratched,painting,2025,6-7-8-9-10-11,,1830,1930
carbody,OTH,AR,OTHAR,Other (carbody),Rear,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,6-7-8-9-10-11,,1830,1930
carbody,OTH,AR,OTHAR,Other (carbody),Rear,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,6-7-8-9-10-11,,1830,1930
carbody,OTH,AR,OTHAR,Other (carbody),Rear,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Arrière,Accidenté,Remplacement,accidented,replacement,2025,6-7-8-9-10-11,,1830,1930
carbody,CLR,AR,CLRAR,Grille,Rear,Scuffed,SEV1,Polish,0,CALANDRE,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1840,1860
carbody,CLR,AR,CLRAR,Grille,Rear,Scratched,SEV3,Painting,0,CALANDRE,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1840,1860
carbody,CLR,AR,CLRAR,Grille,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,CALANDRE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1840,1860
carbody,CLR,AR,CLRAR,Grille,Rear,Slightly damaged,SEV2,Quick repair,0,CALANDRE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1840,1860
carbody,CLR,AR,CLRAR,Grille,Rear,Accidented,SEV5,Replacement,0,CALANDRE,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1840,1860
carbody,CFR,AR,CFRAR,Trunk,Rear,scuffed,SEV1,Polish,0,COFFRE,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,scratched,SEV3,Painting,0,COFFRE,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,COFFRE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,slightly damaged,SEV3,Quick repair,0,COFFRE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,accidented,SEV5,Replacement,0,COFFRE,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,Paintwork needed,SEV3,Painting,0,COFFRE,Arrière,A repeindre,Peinture,paintwork_required,painting,2026,7-8-9-10-11,,1850,2180
carbody,CFR,AR,CFRAR,Trunk,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,COFFRE,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1850,2180
carbody,BPC,AR,BPCAR,Trunk molding,Rear,Accidented,SEV5,Replacement,0,BAGUETTE DE Coffre,Arrière,Accidenté,Remplacement,damaged_sev5,replacement,2026,7-8-9-10-11,,1860,2190
Accessory,KCV,AUT,,Bonding kit ,Other,Missing part,SEV5,Replacement,0,Kit collage vitrage,Autre,Pièce manquante,Remplacement,accessory_missing,replacement,2026,,,,
carbody,MLC,AR,MLCAR,Trunk trim,Rear,Accidented,SEV5,Replacement,0,Moulure de coffre,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1870,2210
carbody,SPC,AR,SPCAR,Trunk spoiler,Rear,Scuffed,SEV1,Polish,0,Spoiler de Coffre,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1880,2200
carbody,SPC,AR,SPCAR,Trunk spoiler,Rear,Scratched,SEV3,Painting,0,Spoiler de Coffre,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1880,2200
carbody,SPC,AR,SPCAR,Trunk spoiler,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Spoiler de Coffre,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1880,2200
carbody,SPC,AR,SPCAR,Trunk spoiler,Rear,Slightly damaged,SEV2,Quick repair,0,Spoiler de Coffre,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1880,2200
carbody,SPC,AR,SPCAR,Trunk spoiler,Rear,Accidented,SEV5,Replacement,0,Spoiler de Coffre,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1880,2200
carbody,ARN,AR,ARNAR,Spoiler,Rear,Scuffed,SEV1,Polish,0,Spoiler,Arrière,Éraflé,Polish,scuffed,polish,2026,4-6-7-8-9-10-11-13-14,,1890,2080
carbody,ARN,AR,ARNAR,Spoiler,Rear,Scratched,SEV3,Painting,0,Spoiler,Arrière,Rayé,Peinture,scratched,painting,2026,4-6-7-8-9-10-11-13-14,,1890,2080
carbody,ARN,AR,ARNAR,Spoiler,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Spoiler,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,4-6-7-8-9-10-11-13-14,,1890,2080
carbody,ARN,AR,ARNAR,Spoiler,Rear,Slightly damaged,SEV2,Quick repair,0,Spoiler,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,4-6-7-8-9-10-11-13-14,,1890,2080
carbody,ARN,AR,ARNAR,Spoiler,Rear,Accidented,SEV5,Replacement,0,Spoiler,Arrière,Accidenté,Remplacement,accidented,replacement,2026,4-6-7-8-9-10-11-13-14,,1890,2080
carbody,ARQ,AR,ARQAR,Towing ring,Rear,Accidented,SEV5,Replacement,0,Anneau de remorquage,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1891,2081
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Scuffed,SEV1,Polish,0,Trappe porte recharge,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Scratched,SEV3,Painting,0,Trappe porte recharge,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Trappe porte recharge,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Slightly damaged,SEV2,Quick repair,0,Trappe porte recharge,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Accidented,SEV5,Replacement,0,Trappe porte recharge,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Paintwork needed,SEV3,Painting,0,Trappe porte recharge,Arrière,A repeindre,Peinture,paintwork_required,painting,2026,7-8-9-10-11,,1900,1800
carbody,TPR,AR,TPRAR,Charging door hatch,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Trappe porte recharge,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1900,1800
carbody,MLA,AR,MLAAR,Rear Door Trim,Rear,Scuffed,SEV1,Polish,0,Moulure de porte arrière,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1910,1990
carbody,MLA,AR,MLAAR,Rear Door Trim,Rear,Scratched,SEV3,Painting,0,Moulure de porte arrière,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1910,1990
carbody,MLA,AR,MLAAR,Rear Door Trim,Rear,Accidented,SEV5,Replacement,0,Moulure de porte arrière,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1910,1990
carbody,TRP,AR,TRPAR,Fuel door,Rear,Scuffed,SEV1,Polish,0,TRAPPE D'ESSENCE,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Scratched,SEV3,Painting,0,TRAPPE D'ESSENCE,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,TRAPPE D'ESSENCE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Slightly damaged,SEV2,Quick repair,0,TRAPPE D'ESSENCE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Accidented,SEV5,Replacement,0,TRAPPE D'ESSENCE,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Paintwork needed,SEV3,Painting,0,TRAPPE D'ESSENCE,Arrière,A repeindre,Peinture,paintwork_required,painting,2026,7-8-9-10-11,,1920,1850
carbody,TRP,AR,TRPAR,Fuel door,Rear,Rust spotted,SEV4,Sheet Metal Work and Painting,0,TRAPPE D'ESSENCE,Arrière,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1920,1850
carbody,JAD,AR,JADAR,Aluminum rim (2),Rear,Scuffed,SEV1,Polish,0,JANTE ALLUMINIUM (2),Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1930,1730
carbody,JAD,AR,JADAR,Aluminum rim (2),Rear,Scratched,SEV3,Painting,0,JANTE ALLUMINIUM (2),Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1930,1730
carbody,JAD,AR,JADAR,Aluminum rim (2),Rear,Accidented,SEV5,Replacement,0,JANTE ALLUMINIUM (2),Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1930,1730
carbody,JNA,AR,JNAAR,Aluminum rim,Rear,Scuffed,SEV1,Polish,0,JANTE ALLUMINIUM,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1931,1731
carbody,JNA,AR,JNAAR,Aluminum rim,Rear,Scratched,SEV3,Painting,0,JANTE ALLUMINIUM,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1931,1731
carbody,JNA,AR,JNAAR,Aluminum rim,Rear,Accidented,SEV5,Replacement,0,JANTE ALLUMINIUM,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1931,1731
carbody,JNT,AR,JNTAR,Steel rim,Rear,Scuffed,SEV1,Polish,0,JANTE TOLE,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1932,1732
carbody,JNT,AR,JNTAR,Steel rim,Rear,Scratched,SEV3,Painting,0,JANTE TOLE,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1932,1732
carbody,JNT,AR,JNTAR,Steel rim,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,JANTE TOLE,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1932,1732
carbody,JNT,AR,JNTAR,Steel rim,Rear,Slightly damaged,SEV3,Quick repair,0,JANTE TOLE,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,1932,1732
carbody,JNT,AR,JNTAR,Steel rim,Rear,Accidented,SEV5,Replacement,0,JANTE TOLE,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1932,1732
carbody,SAV,AR,SAVAR,Anti-theft lock,Rear,Accidented,SEV5,Replacement,0,Serrure antivol,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1940,1740
carbody,BEN,AR,BENAR,Bed,Rear,scuffed,SEV1,Polish,0,Benne,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,scratched,SEV3,Painting,0,Benne,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,slightly damaged,SEV3,Quick repair,0,Benne,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1950,1760
cabin,CMD,AV,,Stalk,Front,Damaged,SEV3,Repair,0,Commodo,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CMD,AV,,Stalk,Front,Missing,SEV5,Replacement,0,Commodo,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,CMR,AV,,Odometer,Front,Damaged,SEV3,Repair,0,Odomètre,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CMR,AV,,Odometer,Front,Missing,SEV5,Replacement,0,Odomètre,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,CNS,AV,,Center console,Front,Slightly damaged,SEV1,Quick repair,0,Console centrale,Avant,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,CNS,AV,,Center console,Front,Damaged,SEV3,Repair,0,Console centrale,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CNS,AV,,Center console,Front,Soiled,SEV2,Cleaning,0,Console centrale,Avant,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,CNS,AV,,Center console,Front,Missing,SEV5,Replacement,0,Console centrale,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,BEN,AR,BENAR,Bed,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Benne,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,to be replaced,SEV5,Replacement,0,Benne,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,scuffed,SEV1,Polish,0,Benne,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,scratched,SEV3,Painting,0,Benne,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,slightly damaged,SEV3,Quick repair,0,Benne,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Benne,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1950,1760
carbody,BEN,AR,BENAR,Bed,Rear,to be replaced,SEV5,Replacement,0,Benne,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,1950,1760
carbody,VER,AR,VERAR,Cylinder,Rear,Accidented,SEV5,Replacement,0,Verin,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1960,1810
glass,VPA,AR,VPAAR,Rear door glass,Rear,Damaged,SEV3,Repair,0,Vitre porte arriere,Arrière,Endommagé,Réparation,glass_impactSEV3,repair_glass_impactSEV3,2026,7-8-9-10-11,,1961,1811
glass,VPA,AR,VPAAR,Rear door glass,Rear,Damaged,SEV5,Replacement,0,Vitre porte arriere,Arrière,Endommagé,Remplacement,glass_impactSEV5,repair_glass_impactSEV5,2026,7-8-9-10-11,,1961,1811
glass,VPA,AR,VPAAR,Rear door glass,Rear,Cracked,SEV5,Replacement,0,Vitre porte arriere,Arrière,Fissuré,Remplacement,glass_cracked,glass_replacement,2026,7-8-9-10-11,,1961,1811
glass,VPA,AR,VPAAR,Rear door glass,Rear,Damaged,SEV5,Replacement,0,Vitre porte arriere,Arrière,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,1961,1811
carbody,PRS,AR,PRSAR,External spare wheel carrier,Rear,scuffed,SEV1,Polish,0,Porte-roue de secours,Arrière,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,1962,1812
carbody,PRS,AR,PRSAR,External spare wheel carrier,Rear,scratched,SEV3,Painting,0,Porte-roue de secours,Arrière,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,1962,1812
cabin,CTP,AV,,Panoramic roof control,Front,Damaged,SEV3,Repair,0,Commande Toit Panoramique,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CTP,AV,,Panoramic roof control,Front,Missing,SEV5,Replacement,0,Commande Toit Panoramique,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,CVR,AV,,Glove box cover,Front,Slightly damaged,SEV1,Quick repair,0,Couvercle de boite à gants,Avant,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,CVR,AV,,Glove box cover,Front,Damaged,SEV3,Repair,0,Couvercle de boite à gants,Avant,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CVR,AV,,Glove box cover,Front,Soiled,SEV2,Cleaning,0,Couvercle de boite à gants,Avant,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,CVR,AV,,Glove box cover,Front,Missing,SEV5,Replacement,0,Couvercle de boite à gants,Avant,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,PRS,AR,PRSAR,External spare wheel carrier,Rear,slightly damaged,SEV3,Quick repair,0,Porte-roue de secours,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,1962,1812
carbody,PRS,AR,PRSAR,External spare wheel carrier,Rear,damaged,SEV4,Sheet Metal Work and Painting,0,Porte-roue de secours,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,1962,1812
carbody,PRS,AR,PRSAR,External spare wheel carrier,Rear,to be replaced,SEV5,Replacement,0,Porte-roue de secours,Arrière,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,1962,1812
carbody,SCC,AR,SCCAR,Drawbar Box,Rear,Damaged,SEV4,Repair,0,Sous-caisse de camion,Arrière,Endommagé,Remplacement,damaged_sev5,replacement,2025,7-8-9-10-11,,1970,1820
carbody,SCC,AR,SCCAR,Drawbar Box,Rear,Accidented,SEV5,Replacement,0,Sous-caisse de camion,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1970,1820
carbody,MPS,AR,MPSAR,Footstep,Rear,Scuffed,SEV1,Polish,0,Marche pieds,Arrière,Éraflé,Polish,scuffed,polish,2025,7-8-9-10-11,,1990,1840
carbody,MPS,AR,MPSAR,Footstep,Rear,Scratched,SEV3,Painting,0,Marche pieds,Arrière,Rayé,Peinture,scratched,painting,2025,7-8-9-10-11,,1990,1840
carbody,MPS,AR,MPSAR,Footstep,Rear,Damaged,SEV4,Sheet Metal Work and Painting,0,Marche pieds,Arrière,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,7-8-9-10-11,,1990,1840
carbody,MPS,AR,MPSAR,Footstep,Rear,Slightly damaged,SEV2,Quick repair,0,Marche pieds,Arrière,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,7-8-9-10-11,,1990,1840
carbody,MPS,AR,MPSAR,Footstep,Rear,Accidented,SEV5,Replacement,0,Marche pieds,Arrière,Accidenté,Remplacement,accidented,replacement,2025,7-8-9-10-11,,1990,1840
carbody,MPS,AR,MPSAR,Footstep,Rear,Paintwork needed,SEV3,Painting,0,Marche pieds,Arrière,A repeindre,Peinture,paintwork_required,painting,2025,7-8-9-10-11,,1990,1840
