Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,OTH,AU2,OTHAU2,Other (carbody),Other 2,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 2,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4002,4002
carbody,OTH,AU2,OTHAU2,Other (carbody),Other 2,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 2,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4002,4002
carbody,OTH,AU2,OTHAU2,Other (carbody),Other 2,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 2,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4002,4002
carbody,OTH,AU20,OTHAU20,Other (carbody),Other 20,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 20,Éraflé,Polish,scuffed,polish,2026,ALL,,4020,4020
carbody,OTH,AU20,OTHAU20,Other (carbody),Other 20,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 20,Rayé,Peinture,scratched,painting,2026,ALL,,4020,4020
carbody,OTH,AU20,OTHAU20,Other (carbody),Other 20,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 20,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4020,4020
carbody,OTH,AU20,OTHAU20,Other (carbody),Other 20,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 20,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4020,4020
carbody,OTH,AU20,OTHAU20,Other (carbody),Other 20,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 20,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4020,4020
carbody,OTH,AU3,OTHAU3,Other (carbody),Other 3,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 3,Éraflé,Polish,scuffed,polish,2026,ALL,,4003,4003
carbody,OTH,AU3,OTHAU3,Other (carbody),Other 3,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 3,Rayé,Peinture,scratched,painting,2026,ALL,,4003,4003
carbody,OTH,AU3,OTHAU3,Other (carbody),Other 3,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 3,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4003,4003
carbody,OTH,AU3,OTHAU3,Other (carbody),Other 3,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 3,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4003,4003
carbody,OTH,AU3,OTHAU3,Other (carbody),Other 3,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 3,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4003,4003
carbody,OTH,AU4,OTHAU4,Other (carbody),Other 4,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 4,Éraflé,Polish,scuffed,polish,2026,ALL,,4004,4004
carbody,OTH,AU4,OTHAU4,Other (carbody),Other 4,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 4,Rayé,Peinture,scratched,painting,2026,ALL,,4004,4004
carbody,OTH,AU4,OTHAU4,Other (carbody),Other 4,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 4,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4004,4004
carbody,OTH,AU4,OTHAU4,Other (carbody),Other 4,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 4,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4004,4004
carbody,OTH,AU4,OTHAU4,Other (carbody),Other 4,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 4,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4004,4004
carbody,OTH,AU5,OTHAU5,Other (carbody),Other 5,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 5,Éraflé,Polish,scuffed,polish,2026,ALL,,4005,4005
carbody,OTH,AU5,OTHAU5,Other (carbody),Other 5,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 5,Rayé,Peinture,scratched,painting,2026,ALL,,4005,4005
carbody,OTH,AU5,OTHAU5,Other (carbody),Other 5,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 5,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4005,4005
carbody,OTH,AU5,OTHAU5,Other (carbody),Other 5,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 5,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4005,4005
carbody,OTH,AU5,OTHAU5,Other (carbody),Other 5,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 5,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4005,4005
carbody,OTH,AU6,OTHAU6,Other (carbody),Other 6,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 6,Éraflé,Polish,scuffed,polish,2026,ALL,,4006,4006
carbody,OTH,AU6,OTHAU6,Other (carbody),Other 6,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 6,Rayé,Peinture,scratched,painting,2026,ALL,,4006,4006
carbody,OTH,AU6,OTHAU6,Other (carbody),Other 6,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 6,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4006,4006
carbody,OTH,AU6,OTHAU6,Other (carbody),Other 6,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 6,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4006,4006
carbody,OTH,AU6,OTHAU6,Other (carbody),Other 6,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 6,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4006,4006
carbody,OTH,AU7,OTHAU7,Other (carbody),Other 7,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 7,Éraflé,Polish,scuffed,polish,2026,ALL,,4007,4007
carbody,OTH,AU7,OTHAU7,Other (carbody),Other 7,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 7,Rayé,Peinture,scratched,painting,2026,ALL,,4007,4007
carbody,OTH,AU7,OTHAU7,Other (carbody),Other 7,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 7,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4007,4007
carbody,OTH,AU7,OTHAU7,Other (carbody),Other 7,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 7,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4007,4007
carbody,OTH,AU7,OTHAU7,Other (carbody),Other 7,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 7,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4007,4007
carbody,OTH,AU8,OTHAU8,Other (carbody),Other 8,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 8,Éraflé,Polish,scuffed,polish,2026,ALL,,4008,4008
carbody,OTH,AU8,OTHAU8,Other (carbody),Other 8,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 8,Rayé,Peinture,scratched,painting,2026,ALL,,4008,4008
carbody,OTH,AU8,OTHAU8,Other (carbody),Other 8,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 8,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4008,4008
carbody,OTH,AU8,OTHAU8,Other (carbody),Other 8,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 8,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4008,4008
carbody,OTH,AU8,OTHAU8,Other (carbody),Other 8,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 8,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4008,4008
carbody,OTH,AU9,OTHAU9,Other (carbody),Other 9,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 9,Éraflé,Polish,scuffed,polish,2026,ALL,,4009,4009
carbody,OTH,AU9,OTHAU9,Other (carbody),Other 9,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 9,Rayé,Peinture,scratched,painting,2026,ALL,,4009,4009
carbody,OTH,AU9,OTHAU9,Other (carbody),Other 9,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 9,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4009,4009
carbody,OTH,AU9,OTHAU9,Other (carbody),Other 9,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 9,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4009,4009
carbody,OTH,AU9,OTHAU9,Other (carbody),Other 9,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 9,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4009,4009
dashboard,ABS,TAB,,ABS,Dashboard,Other warning,SEV1,Check needed,0,ABS,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,4010,4010
dashboard,ABS,TAB,,ABS,Dashboard,Warning,SEV3,Check needed,0,ABS,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,4010,4010
dashboard,ABS,TAB,,ABS,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,ABS,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,4010,4010
dashboard,AIR,TAB,,Airbag,Dashboard,Other warning,SEV1,Check needed,0,Airbag,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,4010,4010
dashboard,AIR,TAB,,Airbag,Dashboard,Warning,SEV3,Check needed,0,Airbag,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,4011,4011
dashboard,AIR,TAB,,Airbag,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Airbag,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,4011,4011
dashboard,ATL,TAB,,Antitheft lock,Dashboard,Other warning,SEV1,Check needed,0,Voyant verrouillage antivol,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,4011,4011
dashboard,ATL,TAB,,Antitheft lock,Dashboard,Warning,SEV3,Check needed,0,Voyant verrouillage antivol,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,4011,4011
dashboard,ATL,TAB,,Antitheft lock,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Voyant verrouillage antivol,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,4011,4011
dashboard,BAT,TAB,,Battery,Dashboard,Other warning,SEV1,Check needed,0,Batterie,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,BAT,TAB,,Battery,Dashboard,Critical warning,SEV3,Check needed,0,Batterie,Tableau de bord,Alerte critique,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,BAT,TAB,,Battery,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Batterie,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,BUL,TAB,,Bulb,Dashboard,Other warning,SEV1,Check needed,0,Voyant ampoule,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,BUL,TAB,,Bulb,Dashboard,Warning,SEV3,Check needed,0,Voyant ampoule,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,BUL,TAB,,Bulb,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Voyant ampoule,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,CEI,TAB,,Belt,Dashboard,Other warning,SEV1,Check needed,0,Voyant ceinture de sécurité,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,CEI,TAB,,Belt,Dashboard,Warning,SEV3,Check needed,0,Voyant ceinture de sécurité,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,CEI,TAB,,Belt,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Voyant ceinture de sécurité,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,EAU,TAB,,Water in gas,Dashboard,Other warning,SEV1,Check needed,0,Water in gas,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,EAU,TAB,,Water in gas,Dashboard,Warning,SEV3,Check needed,0,Water in gas,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,EAU,TAB,,Water in gas,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Water in gas,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,FAM,TAB,,Handbrake,Dashboard,Other warning,SEV1,Check needed,0,Voyant frein à main,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,FAM,TAB,,Handbrake,Dashboard,Warning,SEV3,Check needed,0,Voyant frein à main,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,FAM,TAB,,Handbrake,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Voyant frein à main,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,FIL,TAB,,Diesel filter,Dashboard,Other warning,SEV1,Check needed,0,Diesel filter,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,FIL,TAB,,Diesel filter,Dashboard,Warning,SEV3,Check needed,0,Diesel filter,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,FIL,TAB,,Diesel filter,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Diesel filter,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,FRE,TAB,,Brakes,Dashboard,Other warning,SEV1,Check needed,0,Freines,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,FRE,TAB,,Brakes,Dashboard,Warning,SEV3,Check needed,0,Freines,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,FRE,TAB,,Brakes,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Freines,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,GAS,TAB,,Gas level,Dashboard,Other warning,SEV1,Check needed,0,Niveau de carburant,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,GAS,TAB,,Gas level,Dashboard,Warning,SEV3,Check needed,0,Niveau de carburant,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,GAS,TAB,,Gas level,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Niveau de carburant,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,GLO,TAB,,Diesel preheating,Dashboard,Other warning,SEV1,Check needed,0,Diesel preheating,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,GLO,TAB,,Diesel preheating,Dashboard,Warning,SEV3,Check needed,0,Diesel preheating,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,GLO,TAB,,Diesel preheating,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Diesel preheating,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,HUI,TAB,,Engine oil,Dashboard,Other warning,SEV1,Check needed,0,Huile moteur,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,,,,,
dashboard,HUI,TAB,,Engine oil,Dashboard,Warning,SEV3,Check needed,0,Huile moteur,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,,,,,
dashboard,HUI,TAB,,Engine oil,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Huile moteur,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,,,,,
dashboard,MOT,TAB,,Engine,Dashboard,Other warning,SEV1,Check needed,0,Moteur,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,MOT,TAB,,Engine,Dashboard,Critical warning,SEV3,Check needed,0,Moteur,Tableau de bord,Alerte critique,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,MOT,TAB,,Engine,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Moteur,Tableau de bord,Avertissement,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,OTD,TAB,,Other (dashboard),Dashboard,Other warning,SEV1,Check needed,0,Other (dashboard),Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,OTD,TAB,,Other (dashboard),Dashboard,Warning,SEV3,Check needed,0,Other (dashboard),Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,OTD,TAB,,Other (dashboard),Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Other (dashboard),Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,PLA,TAB,,Brake pads,Dashboard,Other warning,SEV1,Check needed,0,Plaquettes de frein,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,PLA,TAB,,Brake pads,Dashboard,Warning,SEV3,Check needed,0,Plaquettes de frein,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,PLA,TAB,,Brake pads,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Plaquettes de frein,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,POV,TAB,,Open door,Dashboard,Other warning,SEV1,Check needed,0,Voyant porte ouverte,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,POV,TAB,,Open door,Dashboard,Warning,SEV3,Check needed,0,Voyant porte ouverte,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,POV,TAB,,Open door,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Voyant porte ouverte,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,PRE,TAB,,Tire pressure,Dashboard,Other warning,SEV1,Check needed,0,Pression des pneus,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,PRE,TAB,,Tire pressure,Dashboard,Warning,SEV3,Check needed,0,Pression des pneus,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,PRE,TAB,,Tire pressure,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Pression des pneus,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,STA,TAB,,Stability control,Dashboard,Other warning,SEV1,Check needed,0,Contrôle de stabilité,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,STA,TAB,,Stability control,Dashboard,Warning,SEV3,Check needed,0,Contrôle de stabilité,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,STA,TAB,,Stability control,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Contrôle de stabilité,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,STE,TAB,,Power steering ,Dashboard,Other warning,SEV1,Check needed,0,Direction assistée,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,STE,TAB,,Power steering ,Dashboard,Warning,SEV3,Check needed,0,Direction assistée,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,STE,TAB,,Power steering ,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Direction assistée,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,STO,TAB,,Stop,Dashboard,Other warning,SEV1,Check needed,0,Stop,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,STO,TAB,,Stop,Dashboard,Warning,SEV3,Check needed,0,Stop,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,STO,TAB,,Stop,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Stop,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,TEM,TAB,,Engine temperature,Dashboard,Other warning,SEV1,Check needed,0,Temperature moteur,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,TEM,TAB,,Engine temperature,Dashboard,Warning,SEV3,Check needed,0,Temperature moteur,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
dashboard,TEM,TAB,,Engine temperature,Dashboard,Critical Warning,SEV5,Immediate inspection needed,0,Temperature moteur,Tableau de bord,Alerte critique,Inspection immédiate nécessaire,dashboard_red,dashboard_repair_red,2025,,,,
dashboard,TRI,TAB,,Triangle,Dashboard,Other warning,SEV1,Check needed,0,Voyant triangle de signalisation,Tableau de bord,Autre alerte,Vérification nécessaire,dashboard_other,dashboard_repair_other,2025,,,,
dashboard,TRI,TAB,,Triangle,Dashboard,Warning,SEV3,Check needed,0,Voyant triangle de signalisation,Tableau de bord,Avertissement,Vérification nécessaire,dashboard_yellow,dashboard_repair_yellow,2025,,,,
